close notes,resolver grp,summary,Cleaned_Column
"Hi Lawrence,

Removed below device from SW monitoring.

Best Regards
Prakash A P

From: Justus Lawrence <Justus.Lawrence@wescoair.com> 
Sent: Tuesday, June 28, 2022 8:25 PM
To: Prakash Gowda <Prakash.Gowda@wescoair.com>
Cc: Raajasekar Dharmaraj <Raajasekar.Dharmaraj@wescoair.com>
Subject: INC0117914 - NODE Down ALERT: UKSAN is Down


Hi Prakash,

We received P2 alert ticket no INC0117914 now for the below  storage device IP ( 192.168.3.27 )

Please remove the device from Solarwinds , this is also the part of Huddersfield site decommissioning process. 

9	Huddersfield 	UKSAN1	IBM DS_ 2660	SAN	No support	192.168.3.115
192.168.3.28,
192.168.3.27


Node status: Down
Node: UKSAN
Node Description: Unknown
IP Address: 192.168.3.27


Justus Lawrence 
Storage & Backup , L2L3| Infrastructure Operations  |  Justus.Lawrence@incora.com  |  +91 8590428795  | 
 

From: Raajasekar Dharmaraj <Raajasekar.Dharmaraj@wescoair.com> 
Sent: 27 June 2022 18:55
To: Prakash Gowda <Prakash.Gowda@wescoair.com>
Cc: Justus Lawrence <Justus.Lawrence@wescoair.com>
Subject: RE: NODE ALERT: ukhdnas.wescohq.com is Down

Hi Prakash

Please remove the device from Slorwainds , this is also the part of Huddersfield site

9	Huddersfield 	UKSAN1	IBM DS_ 2660	SAN	No support	192.168.3.115
192.168.3.28,
192.168.3.27



Thanks
Raajasekar D 
L3 Storage Infrastructure Operations  |  Raajasekar.Dharmaraj@wescoair.com  |  +919500051616  | 
 
 

From: Prakash Gowda <Prakash.Gowda@wescoair.com> 
Sent: Saturday, June 25, 2022 3:05 PM
To: Justus Lawrence <Justus.Lawrence@wescoair.com>
Cc: Rajendra Rajamani <Rajendra.Rajamani@wescoair.com>; Madhu Nekuri <Madhu.Nekuri@wescoair.com>; Steven McAinsh <smcainsh@pattonair.com>; Backup & Storage Support <BackupStorageSupport@wescoair.com>; Raajasekar Dharmaraj <Raajasekar.Dharmaraj@wescoair.com>
Subject: Re: NODE ALERT: ukhdnas.wescohq.com is Down

Hi Lawrence,

Have muted alert for ukhdnas.wescohq.com from Solarwinds.

Regards
Prakash AP 

________________________________________
From: Justus Lawrence <Justus.Lawrence@wescoair.com>
Sent: Saturday, June 25, 2022 2:55:36 PM
To: Prakash Gowda <Prakash.Gowda@wescoair.com>
Cc: Rajendra Rajamani <Rajendra.Rajamani@wescoair.com>; Madhu Nekuri <Madhu.Nekuri@wescoair.com>; Steven McAinsh <smcainsh@pattonair.com>; Backup & Storage Support <BackupStorageSupport@wescoair.com>; Raajasekar Dharmaraj <Raajasekar.Dharmaraj@wescoair.com>
Subject: RE: NODE ALERT: ukhdnas.wescohq.com is Down 
 
 
Hi Prakash, 
 
Requesting to stop the Solar winds monitoring for the device
 
Device Name :   ukhdnas.wescohq.com
IP Address: 192.168.0.244
Justus Lawrence 
Storage & Backup , L2L3| Infrastructure Operations  |  Justus.Lawrence@incora.com  |  +91 8590428795  | 
 
 
From: Steven McAinsh <smcainsh@pattonair.com> 
Sent: 25 June 2022 14:06
To: Raajasekar Dharmaraj <Raajasekar.Dharmaraj@wescoair.com>
Cc: Rajendra Rajamani <Rajendra.Rajamani@wescoair.com>; Madhu Nekuri <Madhu.Nekuri@wescoair.com>; Backup & Storage Support <BackupStorageSupport@wescoair.com>
Subject: RE: NODE ALERT: ukhdnas.wescohq.com is Down
 
Hi, 
 
I'm happy to stop the monitoring on the devices at the that site.
 
Thanks
 
Steven McAinsh 
Senior Systems & Solutions Architecture Manager 
smcainsh@incora.com | +44 (0) 1332 576 226 | +44 (0) 7515975564
Incora | Ascot Business Park, 50 Longbridge Lane | Derby, DE24 8UJ | incora.com                      
 

 
 
 
 

 
 
From: Raajasekar Dharmaraj <Raajasekar.Dharmaraj@wescoair.com> 
Sent: 25 June 2022 04:19
To: Steven McAinsh <smcainsh@pattonair.com>
Cc: Rajendra Rajamani <Rajendra.Rajamani@wescoair.com>; Madhu Nekuri <Madhu.Nekuri@wescoair.com>; Backup & Storage Support <BackupStorageSupport@wescoair.com>
Subject: RE: NODE ALERT: ukhdnas.wescohq.com is Down
 
Hi Steen
 
The device  has down status again , I have hold the  Alert ticket now , can we stop monitor  from SolarWinds? , Please advice 
 
 
Thanks
Raajasekar D 
L3 Storage Infrastructure Operations  |  Raajasekar.Dharmaraj@wescoair.com  |  +919500051616  | 
 
 
 
From: Raajasekar Dharmaraj 
Sent: Friday, June 24, 2022 10:12 PM
To: Owen Grein <Owen.Grein@wescoair.com>; Raajasekar Dharmaraj <raajasekar.dharmaraj@incora.com>; Steven McAinsh <smcainsh@pattonair.com>; Owen Grein <owen.grein@incora.com>
Cc: Rajendra Rajamani <Rajendra.Rajamani@wescoair.com>; Madhu Nekuri <Madhu.Nekuri@wescoair.com>; Backup & Storage Support <BackupStorageSupport@wescoair.com>
Subject: RE: NODE ALERT: ukhdnas.wescohq.com is Down
 
Hi Steven/Owen
 
The ukhdnas is UP now 
 
 
Thanks
Raajasekar D 
L3 Storage Infrastructure Operations  |  Raajasekar.Dharmaraj@wescoair.com  |  +919500051616  | 
 
 
 
From: Owen Grein <Owen.Grein@wescoair.com> 
Sent: Friday, June 24, 2022 8:20 PM
To: Raajasekar Dharmaraj <raajasekar.dharmaraj@incora.com>; Steven McAinsh <smcainsh@pattonair.com>; Owen Grein <owen.grein@incora.com>
Cc: Rajendra Rajamani <Rajendra.Rajamani@wescoair.com>; Madhu Nekuri <Madhu.Nekuri@wescoair.com>; Backup & Storage Support <BackupStorageSupport@wescoair.com>
Subject: Re: NODE ALERT: ukhdnas.wescohq.com is Down
 
Hi, 
No idea sorry, I'm not involved in decommissioning work at Huddersfield site. 
 
Get Outlook for iOS
________________________________________
From: Raajasekar Dharmaraj <raajasekar.dharmaraj@incora.com>
Sent: Friday, June 24, 2022 3:48:59 PM
To: Steven McAinsh <smcainsh@pattonair.com>; Owen Grein <owen.grein@incora.com>
Cc: Rajendra Rajamani <Rajendra.Rajamani@wescoair.com>; Madhu Nekuri <Madhu.Nekuri@wescoair.com>; Backup & Storage Support <BackupStorageSupport@wescoair.com>
Subject: RE: NODE ALERT: ukhdnas.wescohq.com is Down 
 
Hi Steven /Owen
 
We have not reachable  the Huddersfield ukhdnas Device, Can you please confirm the device has power off for decommission Task ?
 
 
Thanks
Raajasekar D 
L3 Storage Infrastructure Operations  |  Raajasekar.Dharmaraj@wescoair.com  |  +919500051616  | 
 
 
 
From: Ruby Winds <ruby.winds@wescoair.com> 
Sent: Friday, June 24, 2022 3:57 AM
To: Backup & Storage Support <BackupStorageSupport@wescoair.com>
Subject: NODE ALERT: ukhdnas.wescohq.com is Down
 
Node status: Down
Node: ukhdnas.wescohq.com
Node Description: QNAP SYSTEMS, INC
IP Address: 192.168.0.244

This issue occurred on Thursday, June 23, 2022 5:26 PM CT.

Alert Name: Backup Device - DOWN -critical -Threshold-6
View full device details here: https://solarwinds.wescoair.com:443/Orion/NetPerfMon/NodeDetails.aspx?NetObject=N:4518
View full alert details here: https://solarwinds.wescoair.com:443/Orion/View.aspx?NetObject=AAT:98203
To claim ownership of this issue: CLICK TO ACKNOWLEDGE

NOTE:
If this alert is not acknowledged, additional email reminders will be sent every 7 days.
If you acknowledge this alert, you are now responsible for resolving this issue.

Ruby Winds | Monitoring 
Email: ruby.winds@wescoair.com | Web: www.wescoair.com

",Backup Support,NODE Down ALERT: UKSAN is Down,"hi lawrence

removed below device from sw monitoring

best regards
prakash a p

from justus lawrence justuslawrencewescoaircom 
sent tuesday june 28 2022 825 pm
to prakash gowda prakashgowdawescoaircom
cc raajasekar dharmaraj raajasekardharmarajwescoaircom
subject inc0117914  node down alert uksan is down


hi prakash

we received p2 alert ticket no inc0117914 now for the below  storage device ip  192168327 

please remove the device from solarwinds  this is also the part of huddersfield site decommissioning process 

9	huddersfield 	uksan1	ibm ds_ 2660	san	no support	1921683115
192168328
192168327


node status down
node uksan
node description unknown
ip address 192168327


justus lawrence 
storage  backup  l2l3 infrastructure operations    justuslawrenceincoracom    91 8590428795   
 

from raajasekar dharmaraj raajasekardharmarajwescoaircom 
sent 27 june 2022 1855
to prakash gowda prakashgowdawescoaircom
cc justus lawrence justuslawrencewescoaircom
subject re node alert ukhdnaswescohqcom is down

hi prakash

please remove the device from slorwainds  this is also the part of huddersfield site

9	huddersfield 	uksan1	ibm ds_ 2660	san	no support	1921683115
192168328
192168327



thanks
raajasekar d 
l3 storage infrastructure operations    raajasekardharmarajwescoaircom    919500051616   
 
 

from prakash gowda prakashgowdawescoaircom 
sent saturday june 25 2022 305 pm
to justus lawrence justuslawrencewescoaircom
cc rajendra rajamani rajendrarajamaniwescoaircom madhu nekuri madhunekuriwescoaircom steven mcainsh smcainshpattonaircom backup  storage support backupstoragesupportwescoaircom raajasekar dharmaraj raajasekardharmarajwescoaircom
subject re node alert ukhdnaswescohqcom is down

hi lawrence

have muted alert for ukhdnaswescohqcom from solarwinds

regards
prakash ap 

________________________________________
from justus lawrence justuslawrencewescoaircom
sent saturday june 25 2022 25536 pm
to prakash gowda prakashgowdawescoaircom
cc rajendra rajamani rajendrarajamaniwescoaircom madhu nekuri madhunekuriwescoaircom steven mcainsh smcainshpattonaircom backup  storage support backupstoragesupportwescoaircom raajasekar dharmaraj raajasekardharmarajwescoaircom
subject re node alert ukhdnaswescohqcom is down 
 
 
hi prakash 
 
requesting to stop the solar winds monitoring for the device
 
device name    ukhdnaswescohqcom
ip address 1921680244
justus lawrence 
storage  backup  l2l3 infrastructure operations    justuslawrenceincoracom    91 8590428795   
 
 
from steven mcainsh smcainshpattonaircom 
sent 25 june 2022 1406
to raajasekar dharmaraj raajasekardharmarajwescoaircom
cc rajendra rajamani rajendrarajamaniwescoaircom madhu nekuri madhunekuriwescoaircom backup  storage support backupstoragesupportwescoaircom
subject re node alert ukhdnaswescohqcom is down
 
hi 
 
im happy to stop the monitoring on the devices at the that site
 
thanks
 
steven mcainsh 
senior systems  solutions architecture manager 
smcainshincoracom  44 0 1332 576 226  44 0 7515975564
incora  ascot business park 50 longbridge lane  derby de24 8uj  incoracom                      
 

 
 
 
 

 
 
from raajasekar dharmaraj raajasekardharmarajwescoaircom 
sent 25 june 2022 0419
to steven mcainsh smcainshpattonaircom
cc rajendra rajamani rajendrarajamaniwescoaircom madhu nekuri madhunekuriwescoaircom backup  storage support backupstoragesupportwescoaircom
subject re node alert ukhdnaswescohqcom is down
 
hi steen
 
the device  has down status again  i have hold the  alert ticket now  can we stop monitor  from solarwinds  please advice 
 
 
thanks
raajasekar d 
l3 storage infrastructure operations    raajasekardharmarajwescoaircom    919500051616   
 
 
 
from raajasekar dharmaraj 
sent friday june 24 2022 1012 pm
to owen grein owengreinwescoaircom raajasekar dharmaraj raajasekardharmarajincoracom steven mcainsh smcainshpattonaircom owen grein owengreinincoracom
cc rajendra rajamani rajendrarajamaniwescoaircom madhu nekuri madhunekuriwescoaircom backup  storage support backupstoragesupportwescoaircom
subject re node alert ukhdnaswescohqcom is down
 
hi stevenowen
 
the ukhdnas is up now 
 
 
thanks
raajasekar d 
l3 storage infrastructure operations    raajasekardharmarajwescoaircom    919500051616   
 
 
 
from owen grein owengreinwescoaircom 
sent friday june 24 2022 820 pm
to raajasekar dharmaraj raajasekardharmarajincoracom steven mcainsh smcainshpattonaircom owen grein owengreinincoracom
cc rajendra rajamani rajendrarajamaniwescoaircom madhu nekuri madhunekuriwescoaircom backup  storage support backupstoragesupportwescoaircom
subject re node alert ukhdnaswescohqcom is down
 
hi 
no idea sorry im not involved in decommissioning work at huddersfield site 
 
get outlook for ios
________________________________________
from raajasekar dharmaraj raajasekardharmarajincoracom
sent friday june 24 2022 34859 pm
to steven mcainsh smcainshpattonaircom owen grein owengreinincoracom
cc rajendra rajamani rajendrarajamaniwescoaircom madhu nekuri madhunekuriwescoaircom backup  storage support backupstoragesupportwescoaircom
subject re node alert ukhdnaswescohqcom is down 
 
hi steven owen
 
we have not reachable  the huddersfield ukhdnas device can you please confirm the device has power off for decommission task 
 
 
thanks
raajasekar d 
l3 storage infrastructure operations    raajasekardharmarajwescoaircom    919500051616   
 
 
 
from ruby winds rubywindswescoaircom 
sent friday june 24 2022 357 am
to backup  storage support backupstoragesupportwescoaircom
subject node alert ukhdnaswescohqcom is down
 
node status down
node ukhdnaswescohqcom
node description qnap systems inc
ip address 1921680244

this issue occurred on thursday june 23 2022 526 pm ct

alert name backup device  down critical threshold6
view full device details here httpssolarwindswescoaircom443orionnetperfmonnodedetailsaspxnetobjectn4518
view full alert details here httpssolarwindswescoaircom443orionviewaspxnetobjectaat98203
to claim ownership of this issue click to acknowledge

note
if this alert is not acknowledged additional email reminders will be sent every 7 days
if you acknowledge this alert you are now responsible for resolving this issue

ruby winds  monitoring 
email rubywindswescoaircom  web wwwwescoaircom

"
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on AUSTX-Datamatic is Critical	,"issue has been resolved without action alert reset  issue detected as resolved by orion
"
"We restarted the application, Now it is UP and running.",Linux Support,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws05.tcmis.com is Down,we restarted the application now it is up and running
"Issue Identification: ALERT: DISK SPACE on XA6516-C:\ Label: 88E6AF70 has currently 19 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6516-C:\ Label: 88E6AF70 has currently 20 % is available,"issue identification alert disk space on xa6516c label 88e6af70 has currently 19  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
"We restarted the application, Now it is UP and running.",Linux Support,Critical ALERT:  A TCMIS services 2.0 component  on tcmprd-ws05.tcmis.com is Down,we restarted the application now it is up and running
Backlogs are cleared and form server is up.,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on GBSVSFM0 is in a current state of: Critical,backlogs are cleared and form server is up
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Critical ALERT:  A Distributed File System (DFS) component  on AUS-DFS01 is in a current state of: Down,"issue has been resolved without action alert reset  issue detected as resolved by orion
"
"Issue Identification: ALERT: DISK SPACE on XA6524-C:\ Label: 88E6AF70 has currently 20% is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6524-C:\ Label: 88E6AF70 has currently 20 % is available,"issue identification alert disk space on xa6524c label 88e6af70 has currently 20 is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
"Issue Identification: ALERT: DISK SPACE on XA6513-C:\ Label: 88E6AF70 has currently 19 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6513-C:\ Label: 88E6AF70 has currently 19 % is available,"issue identification alert disk space on xa6513c label 88e6af70 has currently 19  is available
resolution alert reset  issue detected as resolved by orion after the postschedule reboot the space is cleared 
solarwinds confirmation yesno  yes"
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on G-OPTIOPD is Critical	,"issue has been resolved without action alert reset  issue detected as resolved by orion
"
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: UK-RED-TZ300-F01 is Down,alert reset  issue detected as resolved by orion
CPU utilization is normal now.,Linux Support,Alert: CPU Utilization on tcmprd-ws01.tcmis.com is Critical,cpu utilization is normal now
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Critical ALERT:  A Baseline Services_Windows component  on AUS-VEEAM-CON01 is in a current state of: Down,"issue has been resolved without action alert reset  issue detected as resolved by orion
"
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Critical ALERT:  A Baseline Services_Windows component  on AUS-VEEAM-ONE is in a current state of: Down,"issue has been resolved without action alert reset  issue detected as resolved by orion
"
