close notes,resolver grp,summary,Cleaned_Column
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-INSPYPRD-WEC is Critical	,alert cpu utilization on ausinspyprdwec is critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on IESPRODFRS is Warning	,alert cpu utilization on iesprodfrs is warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on GBVVSDS0 is : 94 %,warning alert memory utilization on gbvvsds0 is  94 
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support, NODE ALERT: ALFO-DC01 is Down, node alert alfodc01 is down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,ESX ALERT: foley-esx01.haasgroupintl.com is Down,esx alert foleyesx01haasgroupintlcom is down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,warning alert memory utilization on gbvfsmo0 is  94 
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on GBVVSEX2 is Critical	,alert cpu utilization on gbvvsex2 is critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A DPMDB component  on USISRDP1 is in a current state of: Down,critical alert  a dpmdb component  on usisrdp1 is in a current state of down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-SQLDEV1 is Warning	,alert cpu utilization on gsqldev1 is warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-SQLDEV1 is Critical	,alert cpu utilization on gsqldev1 is critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-EMERALDPRISM is Critical	,alert cpu utilization on gemeraldprism is critical	
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 2 - Non-Critical Device Down: US-CSP-891-R01.wescoaircraft.com is Down,tier 2  noncritical device down uscsp891r01wescoaircraftcom is down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-OPTIOPD is Warning	,alert cpu utilization on goptiopd is warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A DPMDB component  on USISRDP1 is in a current state of: Down,critical alert  a dpmdb component  on usisrdp1 is in a current state of down
"Hello all,
Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Ravi Varma",JDE CNC Technical, NODE ALERT: ITEST2.WESCOHQ.COM is Down, node alert itest2wescohqcom is down
"Hello all,
Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Ravi Varma",JDE CNC Technical, NODE ALERT: VALJDELOG01 has rebooted, node alert valjdelog01 has rebooted
"Hello all,
Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Ravi Varma",JDE CNC Technical, NODE ALERT: DEVJDEJAS2 has rebooted, node alert devjdejas2 has rebooted
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on G-SQLDEV-MULTI is in a current state of: Down,critical alert  a baseline services_windows component  on gsqldevmulti is in a current state of down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSWW5 is in a current state of: Down,critical alert  a baseline services_windows component  on gbvvsww5 is in a current state of down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on G-SQL02 is in a current state of: Down,critical alert  a baseline services_windows component  on gsql02 is in a current state of down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on AUTX-QATeamPro1 is in a current state of: Down,critical alert  a baseline services_windows component  on autxqateampro1 is in a current state of down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on AUTX-QATeamPro2 is in a current state of: Down,critical alert  a baseline services_windows component  on autxqateampro2 is in a current state of down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSML6 is in a current state of: Down,critical alert  a baseline services_windows component  on gbvvsml6 is in a current state of down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A DPMDB component  on USISRDP1 is in a current state of: Down,critical alert  a dpmdb component  on usisrdp1 is in a current state of down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 95 %,warning alert memory utilization on gbvfsmo0 is  95 
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-SPEC2000 is Critical	,alert cpu utilization on ausspec2000 is critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-OPTIOPD is Warning	,alert cpu utilization on goptiopd is warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on TXAU-DSXPROD01 is Critical	,alert cpu utilization on txaudsxprod01 is critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-SQLDEV1 is Critical	,alert cpu utilization on gsqldev1 is critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A DPMDB component  on USISRDP1 is in a current state of: Down,critical alert  a dpmdb component  on usisrdp1 is in a current state of down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSMS0 is in a current state of: Down,critical alert  a baseline services_windows component  on gbvvsms0 is in a current state of down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSEX2 is in a current state of: Down,critical alert  a baseline services_windows component  on gbvvsex2 is in a current state of down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on GBVVSEX2 is Critical	,alert cpu utilization on gbvvsex2 is critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-FILEAUDIT01 is Critical	,alert cpu utilization on ausfileaudit01 is critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-OPTIOPD is Warning	,alert cpu utilization on goptiopd is warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on GBVVSEX0 is Warning	,alert cpu utilization on gbvvsex0 is warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-EMERALDPRISM is Critical	,alert cpu utilization on gemeraldprism is critical	
"Application: SQL Components

Application Component: SQL Server (MSSQLSERVER)

Application State: Up

Node Name : CAV-SQLDW01

IP Address: 192.168.50.67

Component Statistic Data:

Component Message:",MS SQL Database Support,Warning ALERT:  SQL Components component  on CAV-SQLDW01 shows Warning,warning alert  sql components component  on cavsqldw01 shows warning
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Samba component  on YOKNEAM-FILE01 is in a current state of: Down,critical alert  a samba component  on yokneamfile01 is in a current state of down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A DPMDB component  on USISRDP1 is in a current state of: Down,critical alert  a dpmdb component  on usisrdp1 is in a current state of down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,warning alert memory utilization on gbvfsmo0 is  94 
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-OPTIOPD is Warning	,alert cpu utilization on goptiopd is warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-OPTIOPD is Warning	,alert cpu utilization on goptiopd is warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-EMERALDPRISM is Critical	,alert cpu utilization on gemeraldprism is critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,warning alert memory utilization on gbvfsmo0 is  94 
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A DPMDB component  on USISRDP1 is in a current state of: Down,critical alert  a dpmdb component  on usisrdp1 is in a current state of down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on aus-esx13.haasgroupintl.com is Warning	,alert cpu utilization on ausesx13haasgroupintlcom is warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-FILEAUDIT01 is Critical	,alert cpu utilization on ausfileaudit01 is critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Microsoft IIS component  on AUS-GHS01 is in a current state of: Down,critical alert  a microsoft iis component  on ausghs01 is in a current state of down
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Warning Alert: Memory Utilization on VALFILE01V is : 96 %,warning alert memory utilization on valfile01v is  96 
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on CAV-ESX46.WescoHQ.com is Warning	,alert cpu utilization on cavesx46wescohqcom is warning	
"We archived the log file, Now the utilization is normal  ",Linux Support,ALERT: Disk utilization on tcmpoc-ansible01.haasgroupintl.com is Warning,alert disk utilization on tcmpocansible01haasgroupintlcom is warning
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A DPMDB component  on USISRDP1 is in a current state of: Down,critical alert  a dpmdb component  on usisrdp1 is in a current state of down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-OPTIOPD is Warning	,alert cpu utilization on goptiopd is warning	
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down,tier 3  critical device down usken891hxlr01wescoaircraftcom is down
