close notes,resolver grp,summary
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on G-SQL02 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on AUTX-QATeamPro1 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on AUTX-QATeamPro2 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSML6 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A DPMDB component  on USISRDP1 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 95 %
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-SPEC2000 is Critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-OPTIOPD is Warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on TXAU-DSXPROD01 is Critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-SQLDEV1 is Critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A DPMDB component  on USISRDP1 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSMS0 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSEX2 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on GBVVSEX2 is Critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-FILEAUDIT01 is Critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-OPTIOPD is Warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on GBVVSEX0 is Warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-EMERALDPRISM is Critical	
"Application: SQL Components

Application Component: SQL Server (MSSQLSERVER)

Application State: Up

Node Name : CAV-SQLDW01

IP Address: 192.168.50.67

Component Statistic Data:

Component Message:",MS SQL Database Support,Warning ALERT:  SQL Components component  on CAV-SQLDW01 shows Warning
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Samba component  on YOKNEAM-FILE01 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A DPMDB component  on USISRDP1 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-OPTIOPD is Warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-OPTIOPD is Warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-EMERALDPRISM is Critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A DPMDB component  on USISRDP1 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on aus-esx13.haasgroupintl.com is Warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-FILEAUDIT01 is Critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Microsoft IIS component  on AUS-GHS01 is in a current state of: Down
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Warning Alert: Memory Utilization on VALFILE01V is : 96 %
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on CAV-ESX46.WescoHQ.com is Warning	
"We archived the log file, Now the utilization is normal  ",Linux Support,ALERT: Disk utilization on tcmpoc-ansible01.haasgroupintl.com is Warning
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A DPMDB component  on USISRDP1 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on G-OPTIOPD is Warning	
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support, NODE ALERT: DECATUR-DC01 is Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,ESX ALERT: decatur-esx01.haasgroupintl.com is Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 95 %
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on G-EMERALDPRISM is Critical	
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Warning Alert: Memory Utilization on USAZSCCMCAS01 is : 94 %
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A DPMDB component  on USISRDP1 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GJDESVRMGR2 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A ecommerce component  on G-ECOMWEB1 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on GBVVSDV0 is Critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A eCommerce url component  on G-ECOMWEB1 is in a current state of: Down
SALES_4_CORNER_DASHBOARD.QVW working fine now,Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - SALES_4_CORNER_DASHBOARD.QVW transaction state is Down
Srtarted Qlikview server service on server,Windows Support,Critical ALERT:  A QVS.exe component  on AUS-BIPRD-N1 is in a current state of: Down
Started Qlikview server service on server,Windows Support,Critical ALERT:  A QVS.exe component  on AUS-BIPRD-N2 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Baseline Services_Windows component  on AUS-BIPRD-FILE1 is in a current state of: Down
Started Qlikview server service on aus-biprd-n1 and aus-biprd-n2 server,Windows Support,Critical ALERT:  GROUP ALERT: Group is Down - APPLICATION - Qlik View
SIOP_FORECAST_ACCURACY.QVW  working fine now.,Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - SIOP_FORECAST_ACCURACY.QVW transaction state is Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A ecommerce component  on G-ECOMWEB1 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A eCommerce url component  on G-ECOMWEB1 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Microsoft IIS component  on G-ECOMWEB1 is in a current state of: Down
SIOP_LOB_ALL.QVW  working fine now.,Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - SIOP_LOB_ALL.QVW transaction state is Down
Qlikview working fine now.,Business Intelligence  Support ,WPM Critical Alert : A qlikview transaction state is Down
SIOP_Delivery_Assurance_Dashboard working fine now.,Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - SIOP_Delivery_Assurance_Dashboard transaction state is Down
SCA_Supplier_Scorecard  working fine now,Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - SCA_Supplier_Scorecard transaction state is Down
HAAS ON TIME DELIVERY OOR OTD.QVW working fine now,Business Intelligence  Support ,WPM Critical Alert : A Qlikview _Access Point - HAAS ON TIME DELIVERY OOR OTD.QVW transaction state is Down
HARDWARE OPEN ORDERS.QVW working fine now,Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - HARDWARE OPEN ORDERS.QVW transaction state is Down
SIOP_OTD_Dashboard working fine now,Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - SIOP_OTD_Dashboard transaction state is Down
 SIOP_Forecast_Viewer working fine now,Business Intelligence  Support ,WPM Critical Alert : A Qlikview _Access Point - SIOP_Forecast_Viewer transaction state is Down
sca_buy_reqs.qvw working fine now,Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - sca_buy_reqs.qvw transaction state is Down
INCORACHEM_ANYDOC_FILEBOUND_VOUCHERED_DASHBOARD.QVW working fine now,Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - INCORACHEM_ANYDOC_FILEBOUND_VOUCHERED_DASHBOARD.QVW transaction state is Down
SCA_Procurement  working fine now,Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - SCA_Procurement transaction state is Down
sca_customer_alignment.qvw working fine now,Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - sca_customer_alignment.qvw transaction state is Down
CPU Usage is normal on aus-bi01 server.,Windows Support,Alert: CPU Utilization on AUS-BI01 is Critical	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Microsoft IIS component  on G-MOVEITT1 is in a current state of: Down
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Critical ALERT:  A DPMDB component  on USISRDP1 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,ALERT: DISK SPACE on TXAU-SQL19-N1-D:\ Label:Data 242E734E has currently 9 % is available
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Warning Alert: Memory Utilization on GBVVSCL3 is : 94 %
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on AUS-FILEAUDIT01 is Critical	
"

Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Critical ALERT:  A DPMDB component  on USISRDP1 is in a current state of: Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on IESPRODFRS is Critical	
usauitadmust01 i,Windows Support, NODE ALERT: usauitadmust01 is Down
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IN-BAN-2960S-S01.wescoaircraft.com is Down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A DPMDB component  on USISRDP1 is in a current state of: Down
