,ClosureDate,Type,Region,Category,Country,Group,Summary,TSC,Summary_c,Summary_lemma,Summary_POS_Removed
13976,03-11-2022,Service Request,EMEA,,United Kingdom,Deskside,Remediation 26/10/22 - Samantha Pearcey - uknorn20629 to uklonl211dgcr,N,remediation   samantha pearcey   to ,remediation    samantha pearcey    to,remediation samantha pearcey
13977,03-11-2022,Service Request,EMEA,General Request,France,Deskside,General request,N,general request,general request,request
13978,04-11-2022,Service Request,EMEA,,France,Deskside,Please assign ms Project license,N,please assign ms project license,please assign ms project license,ms project license
13979,02-11-2022,Incident,EMEA,,United Kingdom,Deskside,activation printer pass,N,activation printer pass,activation printer pass,activation printer pass
13980,02-11-2022,Incident,EMEA,Windows / OS,United Kingdom,Deskside,user has reported that her laptop kept crahsing ,N,user has reported that her laptop kept crahsing ,user have report that her laptop keep crahse,report keep crahse
13981,02-11-2022,Incident,EMEA,Windows / OS,United Kingdom,Deskside,issue accessing Citrix Work space,N,issue accessing citrix work space,issue access citrix work space,issue access citrix work space
13982,04-11-2022,Service Request,EMEA,General Request,Spain,Deskside,General request,N,general request,general request,request
13983,02-11-2022,Incident,EMEA,Windows / OS,United Kingdom,Deskside,Laptop display issue,N,laptop display issue,laptop display issue,display issue
13984,03-11-2022,Service Request,EMEA,General Request,United Arab Emirates,Deskside,General request,N,general request,general request,request
13985,03-11-2022,Service Request,EMEA,General Request,United Arab Emirates,Deskside,General request,N,general request,general request,request
13986,03-11-2022,Service Request,EMEA,General Request,United Arab Emirates,Deskside,General request,N,general request,general request,request
13987,03-11-2022,Incident,EMEA,,United Arab Emirates,Deskside,Reported Issue - Application - OneDrive,N,reported issue  application  onedrive,report issue   application   onedrive,report issue application
13988,03-11-2022,Incident,EMEA,,Germany,Deskside,Reported Issue - Other / Miscellaneous,N,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
13989,04-11-2022,Service Request,EMEA,,Poland,Deskside,Request access to an application,N,request access to an application,request access to an application,request access application
13990,03-11-2022,Service Request,EMEA,General Request,France,Deskside,General request,N,general request,general request,request
13991,03-11-2022,Incident,EMEA,Windows / OS,Saudi Arabia,Deskside,Reported Issue - Other / Miscellaneous,N,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
13992,03-11-2022,Incident,EMEA,Laptop,Saudi Arabia,Deskside,Reported Issue - Hardware - Laptop_Desktop,N,reported issue  hardware  laptop_desktop,report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
13993,04-11-2022,Service Request,EMEA,General Request,United Arab Emirates,Deskside,General request,N,general request,general request,request
13994,03-11-2022,Incident,EMEA,,United Arab Emirates,Deskside,Reported Issue - Other / Miscellaneous,N,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
13995,03-11-2022,Incident,EMEA,,Spain,Deskside,Reported Issue - Application - Google Maps (Mapping service),N,reported issue  application  google maps mapping service,report issue   application   google maps mapping service,report issue application google service
13996,03-11-2022,Incident,EMEA,Laptop,Poland,Deskside,Reported Issue - Hardware - Laptop_Desktop,N,reported issue  hardware  laptop_desktop,report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
13997,15-11-2022,Incident,EMEA,Email,Germany,Deskside,Email - Issue sending or receiving reported,N,email  issue sending or receiving reported,email   issue send or receive report,issue send report
13998,09-11-2022,Service Request,EMEA,,France,Deskside,Request access to an application - Microsoft Visio,N,request access to an application  microsoft visio,request access to an application   microsoft visio,request access application microsoft visio
13999,08-11-2022,Service Request,EMEA,General Request,Germany,Deskside,General request,N,general request,general request,request
14000,03-11-2022,Incident,EMEA,Access,United Arab Emirates,Deskside,Reported Issue - Application - Workday,N,reported issue  application  workday,report issue   application   workday,report issue application workday
14001,11-11-2022,Service Request,EMEA,General Request,Germany,Deskside,General request,N,general request,general request,request
14002,04-11-2022,Service Request,EMEA,,Spain,Deskside,RenovaciÃ³n licencia Presto TETRIS,N,renovaciÃ³n licencia presto tetris,renovaciÃ³n licencia presto tetris,renovaciÃ³n licencia presto tetris
14003,19-11-2022,Service Request,EMEA,General Request,Germany,Deskside,General request,N,general request,general request,request
14004,14-11-2022,Service Request,EMEA,General Request,Saudi Arabia,Deskside,General request,N,general request,general request,request
14005,12-11-2022,Service Request,EMEA,General Request,France,Deskside,General request,N,general request,general request,request
14006,10-11-2022,Incident,EMEA,Windows / OS,France,Deskside,Reported Issue - Application - Adobe Creative Cloud (EMEA),N,reported issue  application  adobe creative cloud emea,report issue   application   adobe creative cloud emea,report issue application cloud emea
14007,04-11-2022,Service Request,EMEA,,United Kingdom,Deskside,Remediation 26/10/22 - Nicoleta Yallop (nee Bisoceanu) - UKNORN20531 to UKLONL211D4L,N,remediation   nicoleta yallop nee bisoceanu   to ,remediation    nicoleta yallop nee bisoceanu    to,remediation nicoleta yallop bisoceanu
14008,03-11-2022,Incident,EMEA,Email,Poland,Deskside,Reported Issue - Application - Outlook (desktop),N,reported issue  application  outlook desktop,report issue   application   outlook desktop,report issue application outlook desktop
14009,04-11-2022,Incident,EMEA,,,Deskside,SL1 [esbcnvprn001] JLL: CPU utilization has exceeded the threshold 99%. Current value is 100%.,N,  jll cpu utilization has exceeded the threshold  current value is ,   jll cpu utilization have exceed the threshold   current value be,jll cpu utilization value
14010,12-11-2022,Service Request,EMEA,General Request,France,Deskside,General request,N,general request,general request,request
14011,23-11-2022,Incident,EMEA,Laptop,United Kingdom,Deskside,EMEA - Laptop Lost / Stolen HR Business partner engaged and Legal are aware,N,emea  laptop lost  stolen hr business partner engaged and legal are aware,emea   laptop lose   steal hr business partner engage and legal be aware,lose steal hr business partner engage
14012,12-11-2022,Service Request,EMEA,General Request,France,Deskside,General request,N,general request,general request,request
14013,03-11-2022,Incident,EMEA,,Saudi Arabia,Deskside,Reported Issue - Application - OneDrive,N,reported issue  application  onedrive,report issue   application   onedrive,report issue application
14014,04-11-2022,Incident,EMEA,,,Deskside,SL1 [esbcnvprn001] JLL: Required service not running: EQ DME Service,N,  jll required service not running eq dme service,   jll require service not run eq dme service,jll require service service
14015,03-11-2022,Incident,EMEA,,United Kingdom,Deskside,New starter induction,N,new starter induction,new starter induction,starter induction
14016,03-11-2022,Incident,EMEA,,Saudi Arabia,Deskside,Reported Issue - Application - Tableau (EMEA),N,reported issue  application  tableau emea,report issue   application   tableau emea,report issue application tableau emea
14017,03-11-2022,Incident,EMEA,,Poland,Deskside,audio is not working,N,audio is not working,audio be not work,
14018,04-11-2022,Service Request,EMEA,,France,Deskside,MAJ pc,N,maj pc,maj pc,pc
14019,03-11-2022,Incident,EMEA,Windows / OS,United Kingdom,Deskside,Norwich - Austin House - colleague reports issues with Outlook,N,norwich  austin house  colleague reports issues with outlook,norwich   austin house   colleague report issue with outlook,austin house report issue outlook
14020,09-11-2022,Service Request,EMEA,,Spain,Deskside,Request access to an application - Microsoft Project,N,request access to an application  microsoft project,request access to an application   microsoft project,request access application microsoft project
14021,03-11-2022,Incident,EMEA,Windows / OS,Saudi Arabia,Deskside,Reported Issue - Application - Okta - Application Authentication,N,reported issue  application  okta  application authentication,report issue   application   okta   application authentication,report issue application application authentication
14022,04-11-2022,Service Request,EMEA,,Poland,Deskside,dell service request 647D9K3 (laptop flooded),N,dell service request  laptop flooded,dell service request   laptop flood,dell service request flood
14023,04-11-2022,Service Request,EMEA,,Poland,Deskside,dell service request 1S03833 (laptop flooded),N,dell service request  laptop flooded,dell service request   laptop flood,dell service request flood
14024,04-11-2022,Service Request,EMEA,,Poland,Deskside,dell service request 1WL6273 (laptop flooded),N,dell service request  laptop flooded,dell service request   laptop flood,dell service request flood
14025,04-11-2022,Service Request,EMEA,General Request,United Arab Emirates,Deskside,General request,N,general request,general request,request
14026,04-11-2022,Service Request,EMEA,General Request,United Arab Emirates,Deskside,General request,N,general request,general request,request
14027,04-11-2022,Service Request,EMEA,,Poland,Deskside,dell service request F142473 (laptop flooded),N,dell service request  laptop flooded,dell service request   laptop flood,dell service request flood
14028,03-11-2022,Incident,EMEA,Windows / OS,Poland,Deskside,Reported Issue - Application - ,N,reported issue  application  ,report issue   application  ,report issue application
14029,03-11-2022,Incident,EMEA,Windows / OS,Poland,Deskside,Reported Issue - Application - ,N,reported issue  application  ,report issue   application  ,report issue application
14030,04-11-2022,Service Request,EMEA,General Request,France,Deskside,General request,N,general request,general request,request
14031,04-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
14032,04-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
14033,04-11-2022,Service Request,EMEA,General Request,Poland,Deskside,General request,N,general request,general request,request
14034,11-11-2022,Service Request,EMEA,,Poland,Deskside,Headphones,N,headphones,headphone,headphone
14035,03-11-2022,Incident,EMEA,Windows / OS,Saudi Arabia,Deskside,Reported Issue - Server - Other,N,reported issue  server  other,report issue   server   other,report issue
14036,09-11-2022,Service Request,EMEA,,United Kingdom,Deskside,General request - Katy West - Remediation - 01/11 - 1.45pm,N,general request  katy west  remediation    ,general request   katy west   remediation    ,request katy remediation
