notes,Cleaned_Column
"Service is up and running fine.
Hence, closing this ticket.
","service is up and running fine
hence closing this ticket
"
"Alert reset - issue detected as resolved by Orion
Orion Alert Details
","alert reset  issue detected as resolved by orion
orion alert details
"
"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Reshma Roy","hello all

web instances are working fine and cpu utilization is normal after restart 
qc passed successfully i am resolving the incident now
please reopen the incident if further assistance is needed

regards
reshma roy"
"Service is up and running fine.
Hence, closing this ticket.
","service is up and running fine
hence closing this ticket
"
Alert reset - issue detected as resolved by Orion.,alert reset  issue detected as resolved by orion
"Service is up and running fine.
Hence, closing this ticket.
","service is up and running fine
hence closing this ticket
"
"C Drive extended and cleared unused datas now 30 GB space is available on this drive .Hence we are closing this ticket.
Alert reset - issue detected as resolved by Orion
Orion Alert Details","c drive extended and cleared unused datas now  gb space is available on this drive hence we are closing this ticket
alert reset  issue detected as resolved by orion
orion alert details"
Alert reset - issue detected as resolved by Orion,alert reset  issue detected as resolved by orion
"Alert reset - issue detected as resolved by Orion
Orion Alert Details","alert reset  issue detected as resolved by orion
orion alert details"
"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Reshma Roy","hello all

web instances are working fine and cpu utilization is normal after restart 
qc passed successfully i am resolving the incident now
please reopen the incident if further assistance is needed

regards
reshma roy"
Alert reset - issue detected as resolved by Orion,alert reset  issue detected as resolved by orion
"Node Name: AUS-BI03

IP address: 192.168.11.103

CPU Utilization: 59 %
","node name 

ip address 

cpu utilization  
"
"We restarted the services, Now the link is up and running.",we restarted the services now the link is up and running
"We restarted the services, now the application is up and running.",we restarted the services now the application is up and running
Backlog cleared.,backlog cleared
"We restarted the services, Now the application is up and running.",we restarted the services now the application is up and running
"We restarted the services, Now the application is up and running.",we restarted the services now the application is up and running
"We restarted the services, Now the application is up and running.",we restarted the services now the application is up and running
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,issue has been resolved without action alert reset  issue detected as resolved by orion
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,issue has been resolved without action alert reset  issue detected as resolved by orion
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,issue has been resolved without action alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,alert reset  issue detected as resolved by orion
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,issue has been resolved without action alert reset  issue detected as resolved by orion
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,issue has been resolved without action alert reset  issue detected as resolved by orion
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,issue has been resolved without action alert reset  issue detected as resolved by orion
Alert reset - issue detected as resolved by Orion.,alert reset  issue detected as resolved by orion
"Node Name: XA6534

IP address: 192.168.52.14

Severity: Warning

Current memory utilization : 22 % 

Memory Utilization: 4.6 G
","node name 

ip address 

severity warning

current memory utilization    

memory utilization  g
"
Alert reset - issue detected as resolved by Orion.,alert reset  issue detected as resolved by orion
"Alert reset - issue detected as resolved by Orion
Orion Alert Details","alert reset  issue detected as resolved by orion
orion alert details"
We have closed the unwanted services which is running on background now utilization comes under normal and monitored the performance is normal  hence we are closing this incident.,we have closed the unwanted services which is running on background now utilization comes under normal and monitored the performance is normal  hence we are closing this incident
Alert reset - issue detected as resolved by Orion.,alert reset  issue detected as resolved by orion
"Node Name: GBVVSMS4
IP address: 10.52.64.118
Severity: Normal

Current memory utilization : 89 % 

Free Memory Available : 11 % 

Total Memory : 8.0 G

Memory Used : 7.2 G

Memory Available : 867 M 
","node name 
ip address 
severity normal

current memory utilization    

free memory available    

total memory   g

memory used   g

memory available   m 
"
"Node Name: AUS-BI02

IP address: 192.168.11.63

CPU Utilization: 8 %
","node name 

ip address 

cpu utilization  
"
"Application: Microsoft IIS 

Application Component: Application Pools(Up), Sites(Up), Site Bindings Monitor(Up), Worker Process Statistic Monitor (.NET v4.5)(Up), Worker Process Statistic Monitor (DefaultAppPool)(Up), Total Connection Attempts(Up), Total Logon Attempts(Up), Current Connections(Up), Current Anonymous users(Up), Current NonAnonymous Users(Up), Total Connection Attempts (Default Web Site)(Up), Total Logon Attempts (Default Web Site)(Up), Current Connections (Default Web Site)(Up), Current Anonymous users (Default Web Site)(Up), Current NonAnonymous Users (Default Web Site)(Up), Total Bytes Received (Default Web Site)(Up), Total Bytes Sent (Default Web Site)(Up), Total Bytes Transferred (Default Web Site)(Up), HTTP Bindings Monitor (Default Web Site)(Up), HTTPS Bindings Monitor (Default Web Site)(Up), SSL Certificate Monitor (Default Web Site)(Up), Site Directory Info Monitor (Default Web Site)(Up), Site Log Directory Monitor (Default Web Site)(Up), Windows Process Activation Service(Up), World Wide Web Publishing Service(Up), Application Host Helper Service(Up), IIS Event Log Monitor(Up), Current File Cache Memory Usage(Up), Output Cache Current Memory Usage(Up), File Cache Hits %(Up), Kernel: URI Cache Hits %(Up), Metadata Cache Hits %(Up), Output Cache Current Hits %(Up), URI Cache Hits %(Up), Active Requests (.NET v4.5)(Up), Active Requests (DefaultAppPool)(Up), Requests / Sec (DefaultAppPool)(Up), Requests / Sec (.NET v4.5)(Up), Active Threads Count (.NET v4.5)(Up), Active Threads Count (DefaultAppPool)(Up), Current Worker Processes (DefaultAppPool)(Up), Current Worker Processes (.NET v4.5)(Up), Recent Worker Process Failures (.NET v4.5)(Up), Recent Worker Process Failures (DefaultAppPool)(Up), Total Application Pool Recycles (DefaultAppPool)(Up), Total Application Pool Recycles (.NET v4.5)(Up), Total Worker Process Failures (.NET v4.5)(Up), Total Worker Process Failures (DefaultAppPool)(Up), Total Worker Process Ping Failures (DefaultAppPool)(Up), Total Worker Process Ping Failures (.NET v4.5)(Up), Total Worker Process Shutdown Failures (.NET v4.5)(Up), Total Worker Process Shutdown Failures (DefaultAppPool)(Up), Total Worker Process Startup Failures (DefaultAppPool)(Up), Total Worker Process Startup Failures (.NET v4.5)(Up), Current File Cache Memory Usage (.NET v4.5)(Up), Current File Cache Memory Usage (DefaultAppPool)(Up), Maximum File Cache Memory Usage (DefaultAppPool)(Up), Maximum File Cache Memory Usage (.NET v4.5)(Up), Output Cache Current Memory Usage (.NET v4.5)(Up), Output Cache Current Memory Usage (DefaultAppPool)(Up), File Cache Hits (DefaultAppPool)(Up), File Cache Hits (.NET v4.5)(Up), File Cache Misses (.NET v4.5)(Up), File Cache Misses (DefaultAppPool)(Up), Metadata Cache Hits (DefaultAppPool)(Up), Metadata Cache Hits (.NET v4.5)(Up), Metadata Cache Misses (.NET v4.5)(Up), Metadata Cache Misses (DefaultAppPool)(Up), Output Cache Total Hits (DefaultAppPool)(Up), Output Cache Total Hits (.NET v4.5)(Up), Output Cache Total Misses (.NET v4.5)(Up), Output Cache Total Misses (DefaultAppPool)(Up), URI Cache Hits (DefaultAppPool)(Up), URI Cache Hits (.NET v4.5)(Up), URI Cache Misses (.NET v4.5)(Up), URI Cache Misses (DefaultAppPool)(Up), Total Method Requests (Default Web Site)(Up), Delete Requests (Default Web Site)(Up), Get Requests (Default Web Site)(Up), Head Requests (Default Web Site)(Up), CGI Requests (Default Web Site)(Up), ISAPI Extension Requests (Default Web Site)(Up), Put Requests (Default Web Site)(Up), Post Requests (Default Web Site)(Up), Files Received (Default Web Site)(Up), Files Sent (Default Web Site)(Up), Files Transferred (Default Web Site)(Up), Locked Errors (Default Web Site)(Up), Not Found Errors (Default Web Site)(Up), Request Execution Time(Up), Request Wait Time(Up), Requests Queued(Up), Requests Rejected(Up) 

Application State: Up

Node: USAUWCSAPP01

Node Description: Windows 2016 Server

IP Address: 10.50.63.174
","application microsoft iis 

application component application poolsup sitesup site bindings monitorup worker process statistic monitor net  worker process statistic monitor defaultapppoolup total connection attemptsup total logon attemptsup current connectionsup current anonymous usersup current nonanonymous usersup total connection attempts default web siteup total logon attempts default web siteup current connections default web siteup current anonymous users default web siteup current nonanonymous users default web siteup total bytes received default web siteup total bytes sent default web siteup total bytes transferred default web siteup http bindings monitor default web siteup https bindings monitor default web siteup ssl certificate monitor default web siteup site directory info monitor default web siteup site log directory monitor default web siteup windows process activation serviceup world wide web publishing serviceup application host helper serviceup iis event log monitorup current file cache memory usageup output cache current memory usageup file cache hits up kernel uri cache hits up metadata cache hits up output cache current hits up uri cache hits up active requests net  active requests defaultapppoolup requests  sec defaultapppoolup requests  sec net  active threads count net  active threads count defaultapppoolup current worker processes defaultapppoolup current worker processes net  recent worker process failures net  recent worker process failures defaultapppoolup total application pool recycles defaultapppoolup total application pool recycles net  total worker process failures net  total worker process failures defaultapppoolup total worker process ping failures defaultapppoolup total worker process ping failures net  total worker process shutdown failures net  total worker process shutdown failures defaultapppoolup total worker process startup failures defaultapppoolup total worker process startup failures net  current file cache memory usage net  current file cache memory usage defaultapppoolup maximum file cache memory usage defaultapppoolup maximum file cache memory usage net  output cache current memory usage net  output cache current memory usage defaultapppoolup file cache hits defaultapppoolup file cache hits net  file cache misses net  file cache misses defaultapppoolup metadata cache hits defaultapppoolup metadata cache hits net  metadata cache misses net  metadata cache misses defaultapppoolup output cache total hits defaultapppoolup output cache total hits net  output cache total misses net  output cache total misses defaultapppoolup uri cache hits defaultapppoolup uri cache hits net  uri cache misses net  uri cache misses defaultapppoolup total method requests default web siteup delete requests default web siteup get requests default web siteup head requests default web siteup cgi requests default web siteup isapi extension requests default web siteup put requests default web siteup post requests default web siteup files received default web siteup files sent default web siteup files transferred default web siteup locked errors default web siteup not found errors default web siteup request execution timeup request wait timeup requests queuedup requests rejectedup 

application state up

node 

node description windows  server

ip address 
"
